player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars
J. Soto,DKG,,OF,FALSE,FALSE,21
R. Acuna,DMK,,OF,FALSE,FALSE,21
V. Robles,DDG,,OF,FALSE,FALSE,21
T. Grisham,SKD,,OF,FALSE,FALSE,38
C. Bellinger,RGS,,OF,FALSE,FALSE,40
M. Ozuna,DEV,,OF,FALSE,FALSE,32
M. Betts,LDY,,OF,FALSE,FALSE,32
B. Harper,SHO,,OF,FALSE,FALSE,32
C. Blackmon,DKG,,OF,FALSE,FALSE,25
C. Taylor,DMK,,OF,FALSE,FALSE,29
K. Schwarber,DDG,,OF,FALSE,FALSE,29
T. Pham,SKD,,OF,FALSE,FALSE,34
C. Yelich,RGS,,OF,FALSE,FALSE,22
S. Marte,DEV,,OF,FALSE,FALSE,13
W. Myers,LDY,,OF,FALSE,FALSE,13
M. Yaztrzemski,SHO,,OF,FALSE,FALSE,13
AJ Pollock,DKG,,OF,FALSE,FALSE,23
A. Duvall,DMK,,OF,FALSE,FALSE,30
T. Edman,DDG,,OF,FALSE,FALSE,30
N. Senzel,SKD,,OF,FALSE,FALSE,1
T. O'Neill,RGS,,OF,FALSE,FALSE,30
M. Conforto,DEV,,OF,FALSE,FALSE,13
I. Happ,LDY,,OF,FALSE,FALSE,13
J. Pederson,SHO,,OF,FALSE,FALSE,13
R. Tapia,DKG,,OF,FALSE,FALSE,13
A. McCutchen,DMK,,OF,FALSE,FALSE,21
B. Reynolds,DDG,,OF,FALSE,FALSE,21
L. Cain,SKD,,OF,FALSE,FALSE,1
D. Varsho,RGS,,OF,FALSE,FALSE,17
N. Castellanos,DEV,,OF,FALSE,FALSE,28
D. Smith,LDY,,OF,FALSE,FALSE,28
J. McNeil,SHO,,OF,FALSE,FALSE,28
B. Nimmo,DKG,,OF,FALSE,FALSE,3
J. Profar,DMK,,OF,FALSE,FALSE,16
J. Bradley Jr.,DDG,,OF,FALSE,FALSE,16
C. Dickerson,SKD,,OF,FALSE,FALSE,1
A. Garcia,RGS,,OF,FALSE,FALSE,8
J. Winker,DEV,,OF,FALSE,FALSE,1
D. Peralta,LDY,,OF,FALSE,FALSE,1
A. Dickerson,SHO,,OF,FALSE,FALSE,1
C. Walker,DKG,,1B,FALSE,FALSE,49
J. Aguilar,DMK,,1B,FALSE,FALSE,19
P. Goldschmidt,DDG,,1B,FALSE,FALSE,19
E. Hosmer,SKD,,1B,FALSE,FALSE,33
F. Freeman,RGS,,1B,FALSE,FALSE,51
R. Hoskins,DEV,,1B,FALSE,FALSE,26
M. Muncy,LDY,,1B,FALSE,FALSE,26
P. Alonso,SHO,,1B,FALSE,FALSE,26
G. Hampson,DKG,,2B,FALSE,FALSE,29
M. Moustakas,DMK,,2B,FALSE,FALSE,1
O. Albies,DDG,,2B,FALSE,FALSE,1
R. McMahon,SKD,,2B,FALSE,FALSE,1
K. Wong,RGS,,2B,FALSE,FALSE,12
K. Hiura,DEV,,2B,FALSE,FALSE,1
G. Lux,LDY,,2B,FALSE,FALSE,1
D. Solano,SHO,,2B,FALSE,FALSE,1
A. Bohm,DKG,,3B,FALSE,FALSE,22
E. Suarez,DMK,,3B,FALSE,FALSE,17
N. Arenado,DDG,,3B,FALSE,FALSE,17
K. Bryant,SKD,,3B,FALSE,FALSE,19
A. Riley,RGS,,3B,FALSE,FALSE,18
J. Segura,DEV,,3B,FALSE,FALSE,32
J. Turner,LDY,,3B,FALSE,FALSE,32
M. Machado,SHO,,3B,FALSE,FALSE,32
F. Tatis Jr.,DKG,,SS,FALSE,FALSE,70
D. Gregorius,DMK,,SS,FALSE,FALSE,36
F. Lindor,DDG,,SS,FALSE,FALSE,36
T. Story,SKD,,SS,FALSE,FALSE,9
P. DeJong,RGS,,SS,FALSE,FALSE,45
H. Kim,DEV,,SS,FALSE,FALSE,31
J. Baez,LDY,,SS,FALSE,FALSE,31
D. Swanson,SHO,,SS,FALSE,FALSE,31
E. Diaz,DKG,,C,FALSE,FALSE,4
JT. Realmuto,DMK,,C,FALSE,FALSE,26
B. Posey,DDG,,C,FALSE,FALSE,26
W. Contreras,SKD,,C,FALSE,FALSE,2
C. Kelly,RGS,,C,FALSE,FALSE,50
T. d'Arnaud,DEV,,C,FALSE,FALSE,2
W. Smith,LDY,,C,FALSE,FALSE,2
J. McCann,SHO,,C,FALSE,FALSE,2
A. Nola,DKG,,C,FALSE,FALSE,5
A. Barnes,DMK,,C,FALSE,FALSE,5
J. Alfaro,DDG,,C,FALSE,FALSE,5
Y. Molina,SKD,,C,FALSE,FALSE,1
T. Barnhart,RGS,,C,FALSE,FALSE,1
J. Stallings,DEV,,C,FALSE,FALSE,11
O. Narvaez,LDY,,C,FALSE,FALSE,11
Y. Gomes,SHO,,C,FALSE,FALSE,11
E. Escobar,DKG,,CM,FALSE,FALSE,16
JD. Davis,DMK,,CM,FALSE,FALSE,1
C. Cron,DDG,,CM,FALSE,FALSE,1
B. Anderson,SKD,,CM,FALSE,FALSE,36
A. Rizzo,RGS,,CM,FALSE,FALSE,3
B. Belt,DEV,,CM,FALSE,FALSE,23
E. Rios,LDY,,CM,FALSE,FALSE,23
J. Bell,SHO,,CM,FALSE,FALSE,23
C. Seager,DKG,,MI,FALSE,FALSE,14
J. Cronenworth,DMK,,MI,FALSE,FALSE,37
J. Berti,DDG,,MI,FALSE,FALSE,37
T. Turner,SKD,,MI,FALSE,FALSE,1
N. Ahmed,RGS,,MI,FALSE,FALSE,30
J. Rojas,DEV,,MI,FALSE,FALSE,8
K. Marte,LDY,,MI,FALSE,FALSE,8
K. Newman,SHO,,MI,FALSE,FALSE,8
K. Hayes,DKG,,R,FALSE,FALSE,10
I. Anderson,DMK,,R,FALSE,FALSE,1
C. Pache,DDG,,R,FALSE,FALSE,1
J. India,SKD,,R,FALSE,FALSE,51
D. Carlson,RGS,,R,FALSE,FALSE,9
S. Sanchez,DEV,,R,FALSE,FALSE,25
K. Ruiz,LDY,,R,FALSE,FALSE,25
CJ. Abrams,SHO,,R,FALSE,FALSE,25
Y. Darvish,DKG,,P,TRUE,FALSE,5
W. Buehler,DMK,,P,TRUE,FALSE,45
C. Paddack,DDG,,P,TRUE,FALSE,45
M. Scherzer,SKD,,P,TRUE,FALSE,31
J. deGrom,RGS,,P,TRUE,FALSE,19
A. Nola,DEV,,P,TRUE,FALSE,52
C. Kershaw,LDY,,P,TRUE,FALSE,52
T. Bauer,SHO,,P,TRUE,FALSE,52
G. Marquez,DKG,,P,TRUE,FALSE,1
C. Burnes,DMK,,P,TRUE,FALSE,15
J. Cueto,DDG,,P,TRUE,FALSE,15
K. Hendricks,SKD,,P,TRUE,FALSE,34
B. Woodruff,RGS,,P,TRUE,FALSE,7
M. Fried,DEV,,P,TRUE,FALSE,47
J. Urias,LDY,,P,TRUE,FALSE,47
B. Snell,SHO,,P,TRUE,FALSE,47
Z. Wheeler,DKG,,P,TRUE,FALSE,1
L. Castillo,DMK,,P,TRUE,FALSE,11
A. Mills,DDG,,P,TRUE,FALSE,11
D. Price,SKD,,P,TRUE,FALSE,17
S. Strasburg,RGS,,P,TRUE,FALSE,18
J. Musgrove,DEV,,P,TRUE,FALSE,16
D. May,LDY,,P,TRUE,FALSE,16
P. Corbin,SHO,,P,TRUE,FALSE,16
M. Bumgarner,DKG,,P,TRUE,FALSE,7
J. Flaherty,DMK,,P,TRUE,FALSE,10
M. Stroman,DDG,,P,TRUE,FALSE,10
K. Gausman,SKD,,P,TRUE,FALSE,1
M. Keller,RGS,,P,TRUE,FALSE,3
S. Gray,DEV,,P,TRUE,FALSE,18
T. Gonsolin,LDY,,P,TRUE,FALSE,18
D. Lamet,SHO,,P,TRUE,FALSE,18
Z. Davies,DKG,,P,TRUE,FALSE,11
A. Wainwright,DMK,,P,TRUE,FALSE,20
P. Lopez,DDG,,P,TRUE,FALSE,20
C. Morton,SKD,,P,TRUE,FALSE,1
Z. Eflin,RGS,,P,TRUE,FALSE,1
T. Rodgers,DEV,,P,TRUE,FALSE,3
L. Weaver,LDY,,P,TRUE,FALSE,3
T. Mahle,SHO,,P,TRUE,FALSE,3
M. Kelly,DKG,,P,TRUE,FALSE,1
E. Hernandez,DMK,,P,TRUE,FALSE,4
A. Gomber,DDG,,P,TRUE,FALSE,4
D. Smyly,SKD,,P,TRUE,FALSE,25
C. Carrasco,RGS,,P,TRUE,FALSE,1
Z. Gallen,DEV,,P,TRUE,FALSE,7
F. Peralta,LDY,,P,TRUE,FALSE,7
S. Alcantara,SHO,,P,TRUE,FALSE,7
M. Melancon,DKG,,P,TRUE,FALSE,6
A. Bradley,DMK,,P,TRUE,FALSE,1
M. Soroka,DDG,,P,TRUE,FALSE,1
A. DeSclafani,SKD,,P,TRUE,FALSE,1
T. Walker,RGS,,P,TRUE,FALSE,1
C. Smith,DEV,,P,TRUE,FALSE,1
Y. Garcia,LDY,,P,TRUE,FALSE,1
D. Williams,SHO,,P,TRUE,FALSE,1
D. Bard,DKG,,P,TRUE,FALSE,23
J. Hicks,DMK,,P,TRUE,FALSE,16
E. Pagan,DDG,,P,TRUE,FALSE,16
D. Pomeranz,SKD,,P,TRUE,FALSE,29
B. Hand,RGS,,P,TRUE,FALSE,1
R. Rodriguez,DEV,,P,TRUE,FALSE,1
B. Treinen,LDY,,P,TRUE,FALSE,1
A. Bass,SHO,,P,TRUE,FALSE,1
K. Jensen,DKG,,P,TRUE,FALSE,41
C. Kimbrel,DMK,,P,TRUE,FALSE,18
J. Hader,DDG,,P,TRUE,FALSE,18
A. Garrett,SKD,,P,TRUE,FALSE,33
E. Diaz,RGS,,P,TRUE,FALSE,13
W. Smith,DEV,,P,TRUE,FALSE,9
J. Soria,LDY,,P,TRUE,FALSE,9
J. McGee,SHO,,P,TRUE,FALSE,9
