player_name,mlb_id,team_code,is_pitcher,AB,mlb_team,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
J. Bauers,,DKD,false,,,,,,,,,,,,,,,
C. Bellinger,,DLC,false,,NYY,,,,,,,,,,,,,
R. Hoskins,,DDD,false,,MIL,,,,,,,,,,,,,
M. Olson,,SDS,false,,ATL,,,,,,,,,,,,,
F. Freeman,,RSR,false,,LAD,,,,,,,,,,,,,
S. Steer,,DD2,false,,CIN,,,,,,,,,,,,,
C. Walker,,LDL,false,,HOU,,,,,,,,,,,,,
P. Alonso,,TST,false,,BAL,,,,,,,,,,,,,
K. Marte,,DKD,false,,AZ,,,,,,,,,,,,,
B. Stott,,DLC,false,,PHI,,,,,,,,,,,,,
O. Lopez,,DDD,false,,,,,,,,,,,,,,,
H.S. Kim,,SDS,false,,ATL,,,,,,,,,,,,,
L. Arraez,,RSR,false,,SD,,,,,,,,,,,,,
O. Albies,,DD2,false,,ATL,,,,,,,,,,,,,
M. Betts,,LDL,false,,LAD,,,,,,,,,,,,,
N. Hoerner,,TST,false,,CHC,,,,,,,,,,,,,
E. De La Cruz,,DKD,false,,PIT,,,,,,,,,,,,,
E. Tovar,,DLC,false,,COL,,,,,,,,,,,,,
F. Lindor,,DDD,false,,NYM,,,,,,,,,,,,,
T. Turner,,SDS,false,,PHI,,,,,,,,,,,,,
O. Cruz,,RSR,false,,PIT,,,,,,,,,,,,,
D. Swanson,,DD2,false,,CHC,,,,,,,,,,,,,
W. Adames,,LDL,false,,SF,,,,,,,,,,,,,
X. Bogaerts,,TST,false,,SD,,,,,,,,,,,,,
E. Suarez,,DKD,false,,SEA,,,,,,,,,,,,,
J,Candelario,,DLC,false,,,,,,,,,,,,,,,
M. Chapman,,DDD,false,,SF,,,,,,,,,,,,,
K. Hayes,,SDS,false,,CIN,,,,,,,,,,,,,
N. Arenado,,RSR,false,,AZ,,,,,,,,,,,,,
A. Riley,,DD2,false,,ATL,,,,,,,,,,,,,
M. Muncy,,LDL,false,,LAD,,,,,,,,,,,,,
M. Machado,,TST,false,,SD,,,,,,,,,,,,,
K. Bryant,,DKD,false,,,,,,,,,,,,,,,
A. Pages,,DLC,false,,LAD,,,,,,,,,,,,,
N. Castellanos,,DDD,false,,,,,,,,,,,,,,,
J. Soler,,SDS,false,,LAA,,,,,,,,,,,,,
W. Benson,,RSR,false,,CIN,,,,,,,,,,,,,
L. Thomas,,DD2,false,,KC,,,,,,,,,,,,,
H. Bader,,LDL,false,,PHI,,,,,,,,,,,,,
S. Marte,,TST,false,,,,,,,,,,,,,,,
M. Harris II,,DKD,false,,ATL,,,,,,,,,,,,,
R. Acuna Jr.,,DLC,false,,,,,,,,,,,,,,,
L. Matos,,DDD,false,,,,,,,,,,,,,,,
M. Vargas,,SDS,false,,,,,,,,,,,,,,,
B. Doyle,,RSR,false,,COL,,,,,,,,,,,,,
N. Jones,,DD2,false,,CLE,,,,,,,,,,,,,
B. Marsh,,LDL,false,,PHI,,,,,,,,,,,,,
J. Young,,TST,false,,WSH,,,,,,,,,,,,,
F. Tatis Jr.,,DKD,false,,SD,,,,,,,,,,,,,
J. Profar,,DLC,false,,ATL,,,,,,,,,,,,,
L. Nootbaar,,DDD,false,,STL,,,,,,,,,,,,,
L. Wade,,SDS,false,,,,,,,,,,,,,,,
B. Nimmo,,RSR,false,,TEX,,,,,,,,,,,,,
N. Gordon,,DD2,false,,,,,,,,,,,,,,,
T. Hernandez,,LDL,false,,LAD,,,,,,,,,,,,,
B. Donovan,,TST,false,,STL,,,,,,,,,,,,,
S. Frelick,,DKD,false,,MIL,,,,,,,,,,,,,
C. Carroll,,DLC,false,,AZ,,,,,,,,,,,,,
J. Chourio,,DDD,false,,,,,,,,,,,,,,,
C. Blackmon,,SDS,false,,COL,,,,,,,,,,,,,
J. Suwinski,,RSR,false,,PIT,,,,,,,,,,,,,
C. Joe,,DD2,false,,,,,,,,,,,,,,,
