player_name,mlb_id,team_code,is_pitcher,AB,mlb_team,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
M. Busch,,DKD,false,,CHC,,,,,,,,,,,,,
C. Bellinger,,DLC,false,,NYY,,,,,,,,,,,,,
R. Hoskins,,DDD,false,,MIL,,,,,,,,,,,,,
M. Olson,,SDS,false,,ATL,,,,,,,,,,,,,
F. Freeman,,RSR,false,,LAD,,,,,,,,,,,,,
S. Steer,,DD2,false,,CIN,,,,,,,,,,,,,
C. Walker,,LDL,false,,HOU,,,,,,,,,,,,,
P. Alonso,,TST,false,,BAL,,,,,,,,,,,,,
K. Marte,,DKD,false,,AZ,,,,,,,,,,,,,
B. Stott,,DLC,false,,PHI,,,,,,,,,,,,,
L. Garcia,,DDD,false,,,,,,,,,,,,,,,
H.S. Kim,,SDS,false,,ATL,,,,,,,,,,,,,
L. Arraez,,RSR,false,,SD,,,,,,,,,,,,,
O. Albies,,DD2,false,,ATL,,,,,,,,,,,,,
M. Betts,,LDL,false,,LAD,,,,,,,,,,,,,
X. Bogaerts,,TST,false,,SD,,,,,,,,,,,,,
E. De La Cruz,,DKD,false,,PIT,,,,,,,,,,,,,
E. Tovar,,DLC,false,,COL,,,,,,,,,,,,,
F. Lindor,,DDD,false,,NYM,,,,,,,,,,,,,
T. Turner,,SDS,false,,PHI,,,,,,,,,,,,,
O. Cruz,,RSR,false,,PIT,,,,,,,,,,,,,
D. Swanson,,DD2,false,,CHC,,,,,,,,,,,,,
W. Adames,,LDL,false,,SF,,,,,,,,,,,,,
N. Hoerner,,TST,false,,CHC,,,,,,,,,,,,,
N. Marte,,DKD,false,,CIN,,,,,,,,,,,,,
J,Candelario,,DLC,false,,,,,,,,,,,,,,,
M. Chapman,,DDD,false,,SF,,,,,,,,,,,,,
K. Hayes,,SDS,false,,CIN,,,,,,,,,,,,,
N. Arenado,,RSR,false,,AZ,,,,,,,,,,,,,
A. Riley,,DD2,false,,ATL,,,,,,,,,,,,,
M. Muncy,,LDL,false,,LAD,,,,,,,,,,,,,
M. Machado,,TST,false,,SD,,,,,,,,,,,,,
F. Tatis Jr.,,DKD,false,,SD,,,,,,,,,,,,,
C. Carroll,,DLC,false,,AZ,,,,,,,,,,,,,
N. Castellanos,,DDD,false,,,,,,,,,,,,,,,
A. McCutchen,,SDS,false,,PIT,,,,,,,,,,,,,
J. Suwinski,,RSR,false,,PIT,,,,,,,,,,,,,
H. Ramos,,DD2,false,,SF,,,,,,,,,,,,,
W. Merrifield,,LDL,false,,,,,,,,,,,,,,,
J. Young,,TST,false,,WSH,,,,,,,,,,,,,
J. Chisholm Jr.,,DKD,false,,,,,,,,,,,,,,,
A. Pages,,DLC,false,,LAD,,,,,,,,,,,,,
J. Walker,,DDD,false,,STL,,,,,,,,,,,,,
J. Soler,,SDS,false,,LAA,,,,,,,,,,,,,
L. Nootbaar,,RSR,false,,STL,,,,,,,,,,,,,
S. Frelick,,DD2,false,,MIL,,,,,,,,,,,,,
B. Reynolds,,LDL,false,,PIT,,,,,,,,,,,,,
B. Donovan,,TST,false,,STL,,,,,,,,,,,,,
M. Vargas,,DKD,false,,,,,,,,,,,,,,,
S. Suzuki,,DLC,false,,CHC,,,,,,,,,,,,,
J. Kelenic,,DDD,false,,,,,,,,,,,,,,,
M. Tauchman,,SDS,false,,,,,,,,,,,,,,,
B. Doyle,,RSR,false,,COL,,,,,,,,,,,,,
L. Thomas,,DD2,false,,KC,,,,,,,,,,,,,
H. Bader,,LDL,false,,PHI,,,,,,,,,,,,,
I. Happ,,TST,false,,CHC,,,,,,,,,,,,,
J. Outman,,DKD,false,,,,,,,,,,,,,,,
J. Profar,,DLC,false,,ATL,,,,,,,,,,,,,
J. Chourio,,DDD,false,,,,,,,,,,,,,,,
C. Blackmon,,SDS,false,,COL,,,,,,,,,,,,,
B. Nimmo,,RSR,false,,TEX,,,,,,,,,,,,,
N. Jones,,DD2,false,,CLE,,,,,,,,,,,,,
B. Marsh,,LDL,false,,PHI,,,,,,,,,,,,,
B. De La Cruz,,TST,false,,,,,,,,,,,,,,,
J. Winker,,DKD,false,,NYM,,,,,,,,,,,,,
G. Gurriel,,DLC,false,,,,,,,,,,,,,,,
J. Wood,,DDD,false,,WSH,,,,,,,,,,,,,
C. Yelich,,SDS,false,,MIL,,,,,,,,,,,,,
M. Conforto,,RSR,false,,LAD,,,,,,,,,,,,,
A. Burleson,,DD2,false,,STL,,,,,,,,,,,,,
T. Hernandez,,LDL,false,,LAD,,,,,,,,,,,,,
S. Marte,,TST,false,,,,,,,,,,,,,,,
P. Bailey,,DKD,false,,SF,,,,,,,,,,,,,
F. Alvarez,,DLC,false,,NYM,,,,,,,,,,,,,
JT. Realmuto,,DDD,false,,PHI,,,,,,,,,,,,,
G. Moreno,,SDS,false,,,,,,,,,,,,,,,
Wilm. Contreras,,RSR,false,,MIL,,,,,,,,,,,,,
E. Diaz,,DD2,false,,SD,,,,,,,,,,,,,
Wiln. Contreras,,LDL,false,,MIL,,,,,,,,,,,,,
L. Torrens,,TST,false,,,,,,,,,,,,,,,
K. Ruiz,,DKD,false,,WSH,,,,,,,,,,,,,
S. Murphy,,DLC,false,,ATL,,,,,,,,,,,,,
H. Goodman,,DDD,false,,COL,,,,,,,,,,,,,
T. Stephenson,,SDS,false,,CIN,,,,,,,,,,,,,
T. d’Arnaud,,RSR,false,,LAA,,,,,,,,,,,,,
K. Higashioka,,DD2,false,,,,,,,,,,,,,,,
W. Smith,,LDL,false,,LAD,,,,,,,,,,,,,
I. Herrera,,TST,false,,STL,,,,,,,,,,,,,
J. Bell,,DKD,false,,MIN,,,,,,,,,,,,,
T. Lipscomb,,DLC,false,,,,,,,,,,,,,,,
R. Tellez,,DDD,false,,,,,,,,,,,,,,,
P. Goldschmidt,,SDS,false,,,,,,,,,,,,,,,
R. McMahon,,RSR,false,,NYY,,,,,,,,,,,,,
M. Vientos,,DD2,false,,NYM,,,,,,,,,,,,,
A. Bohm,,LDL,false,,PHI,,,,,,,,,,,,,
B. Harper,,TST,false,,PHI,,,,,,,,,,,,,
N. Gorman,,DKD,false,,STL,,,,,,,,,,,,,
J. Merrill,,DLC,false,,SD,,,,,,,,,,,,,
CJ. Abrams,,DDD,false,,WSH,,,,,,,,,,,,,
G. Lux,,SDS,false,,CIN,,,,,,,,,,,,,
M. Winn,,RSR,false,,STL,,,,,,,,,,,,,
J. Cronenworth,,DD2,false,,SD,,,,,,,,,,,,,
B. Turang,,LDL,false,,MIL,,,,,,,,,,,,,
T. Estrada,,TST,false,,COL,,,,,,,,,,,,,
J.D. Martinez,,DKD,false,,,,,,,,,,,,,,,
S. Ohtani,,DLC,false,,LAD,,,,,,,,,,,,,
C. Morel,,DDD,false,,MIA,,,,,,,,,,,,,
J. India,,SDS,false,,,,,,,,,,,,,,,
K. Schwarber,,RSR,false,,PHI,,,,,,,,,,,,,
J. Pederson,,DD2,false,,,,,,,,,,,,,,,
