player_name,team_code,mlb_team,position,is_pitcher,is_keeper,draft_dollars
T. Grisham,DKG,,OF,FALSE,FALSE,43
R. Acuna Jr.,DMK,,OF,FALSE,FALSE,43
J. Soto,DDG,,OF,FALSE,FALSE,43
T. Edman,SKD,,OF,FALSE,FALSE,21
C. Bellinger,RGS,,OF,FALSE,FALSE,36
N. Castellanos,DEV,,OF,FALSE,FALSE,10
M. Betts,LDY,,OF,FALSE,FALSE,10
H. Bader,SHO,,OF,FALSE,FALSE,10
N. Senzel,DKG,,OF,FALSE,FALSE,14
T. O’Neill,DMK,,OF,FALSE,FALSE,3
C. Blackmon,DDG,,OF,FALSE,FALSE,3
J. Sanchez,SKD,,OF,FALSE,FALSE,105
S. Suzuki,RGS,,OF,FALSE,FALSE,52
C. Yelich,DEV,,OF,FALSE,FALSE,47
K. Schwarber,LDY,,OF,FALSE,FALSE,47
B. Reynolds,SHO,,OF,FALSE,FALSE,47
E. Rosario,DKG,,OF,FALSE,FALSE,39
S. Marte,DMK,,OF,FALSE,FALSE,17
J. Solar,DDG,,OF,FALSE,FALSE,17
J. Bell,SKD,,OF,FALSE,FALSE,1
L. Wade Jr.,RGS,,OF,FALSE,FALSE,12
D. Carlson,DEV,,OF,FALSE,FALSE,28
A. Garcia,LDY,,OF,FALSE,FALSE,28
H. Renfroe,SHO,,OF,FALSE,FALSE,28
B. Nimmo,DKG,,OF,FALSE,FALSE,34
J. Pederson,DMK,,OF,FALSE,FALSE,6
M. Ozuna,DDG,,OF,FALSE,FALSE,6
T. Pham,SKD,,OF,FALSE,FALSE,1
D. Ruf,RGS,,OF,FALSE,FALSE,1
AJ Pollock,DEV,,OF,FALSE,FALSE,4
T. Naquin,LDY,,OF,FALSE,FALSE,4
M. Yastrzemski,SHO,,OF,FALSE,FALSE,4
W. Myers,DKG,,OF,FALSE,FALSE,1
L. Thomas,DMK,,OF,FALSE,FALSE,19
M. Conforto,DDG,,OF,FALSE,FALSE,19
R. Grichuk,SKD,,OF,FALSE,FALSE,1
A. McClutchen,RGS,,OF,FALSE,FALSE,1
R. Ortega,DEV,,OF,FALSE,FALSE,5
M. Canha,LDY,,OF,FALSE,FALSE,5
A. Duvall,SHO,,OF,FALSE,FALSE,5
M. Olson,DKG,,1B,FALSE,FALSE,27
CJ Cron,DMK,,1B,FALSE,FALSE,11
P. Goldschmidt,DDG,,1B,FALSE,FALSE,11
J. Aguilar,SKD,,1B,FALSE,FALSE,33
F. Freeman,RGS,,1B,FALSE,FALSE,17
L. Voit,DEV,,1B,FALSE,FALSE,30
F. Schwindel,LDY,,1B,FALSE,FALSE,30
P. Alonso,SHO,,1B,FALSE,FALSE,30
L. Urias,DKG,,2B,FALSE,FALSE,34
N. Madrigal,DMK,,2B,FALSE,FALSE,26
O. Albies,DDG,,2B,FALSE,FALSE,26
J. India,SKD,,2B,FALSE,FALSE,1
C. Hernandez,RGS,,2B,FALSE,FALSE,12
K. Marte,DEV,,2B,FALSE,FALSE,27
M. Muncy,LDY,,2B,FALSE,FALSE,27
J. Chisholm,SHO,,2B,FALSE,FALSE,27
N. Arenado,DKG,,3B,FALSE,FALSE,3
E. Longoria,DMK,,3B,FALSE,FALSE,24
J. Rojas,DDG,,3B,FALSE,FALSE,24
R. McMahon,SKD,,3B,FALSE,FALSE,25
A. Riley,RGS,,3B,FALSE,FALSE,47
J. Villar,DEV,,3B,FALSE,FALSE,30
C. Taylor,LDY,,3B,FALSE,FALSE,30
M. Machado,SHO,,3B,FALSE,FALSE,30
F. Tatis Jr.,DKG,,SS,FALSE,FALSE,25
J. Cronenworth,DMK,,SS,FALSE,FALSE,43
F. Lindor,DDG,,SS,FALSE,FALSE,43
T. Turner,SKD,,SS,FALSE,FALSE,55
O. Cruz,RGS,,SS,FALSE,FALSE,42
W. Adames,DEV,,SS,FALSE,FALSE,34
B. Rodgers,LDY,,SS,FALSE,FALSE,34
D. Swanson,SHO,,SS,FALSE,FALSE,34
K. Ruiz,DKG,,C,FALSE,FALSE,48
JT. Realmuto,DMK,,C,FALSE,FALSE,14
D. Varsho,DDG,,C,FALSE,FALSE,14
T. Stephenson,SKD,,C,FALSE,FALSE,27
W. Contreras,RGS,,C,FALSE,FALSE,18
Y. Gomes,DEV,,C,FALSE,FALSE,8
W. Smith,LDY,,C,FALSE,FALSE,8
O. Narvaez,SHO,,C,FALSE,FALSE,8
A.Nola,DKG,,C,FALSE,FALSE,1
J. McCann,DMK,,C,FALSE,FALSE,7
J. Alfaro,DDG,,C,FALSE,FALSE,7
E. Diaz,SKD,,C,FALSE,FALSE,1
Y. Molina,RGS,,C,FALSE,FALSE,5
T. d’Arnaud,DEV,,C,FALSE,FALSE,2
C. Kelly,LDY,,C,FALSE,FALSE,2
J. Bart,SHO,,C,FALSE,FALSE,2
K. Hayes,DKG,,CM,FALSE,FALSE,1
B. Belt,DMK,,CM,FALSE,FALSE,26
A.Bohm,DDG,,CM,FALSE,FALSE,26
K. Bryant,SKD,,CM,FALSE,FALSE,4
P Wisdom,RGS,,CM,FALSE,FALSE,45
B. Anderson,DEV,,CM,FALSE,FALSE,14
J. Turner,LDY,,CM,FALSE,FALSE,14
J. Votto,SHO,,CM,FALSE,FALSE,14
E. Escobar,DKG,,MI,FALSE,FALSE,1
K. Wong,DMK,,MI,FALSE,FALSE,47
G. Hampson,DDG,,MI,FALSE,FALSE,47
G. Lux,SKD,,MI,FALSE,FALSE,1
P DeJong,RGS,,MI,FALSE,FALSE,8
J. Segura,DEV,,MI,FALSE,FALSE,6
J. McNeil,LDY,,MI,FALSE,FALSE,6
B. Crawford,SHO,,MI,FALSE,FALSE,6
I. Happ,DKG,,DL,FALSE,FALSE,29
R. Tellez,DMK,,DL,FALSE,FALSE,20
R. Hoskins,DDG,,DL,FALSE,FALSE,20
N. Cruz,SKD,,DL,FALSE,FALSE,1
Y. Tsutsugo,RGS,,DL,FALSE,FALSE,10
W. Flores,DEV,,DL,FALSE,FALSE,34
C. Walker,LDY,,DL,FALSE,FALSE,34
B. Harper,SHO,,DL,FALSE,FALSE,34
Z. Wheeler,DKG,,P,TRUE,FALSE,7
C. Burnes,DMK,,P,TRUE,FALSE,26
L. Castillo,DDG,,P,TRUE,FALSE,26
M. Scherzer,SKD,,P,TRUE,FALSE,30
J. deGrom,RGS,,P,TRUE,FALSE,18
A. Nola,DEV,,P,TRUE,FALSE,34
J. Urias,LDY,,P,TRUE,FALSE,34
F. Peralta,SHO,,P,TRUE,FALSE,34
Y. Darvish,DKG,,P,TRUE,FALSE,27
W. Buehler,DMK,,P,TRUE,FALSE,12
L. Webb,DDG,,P,TRUE,FALSE,12
I. Anderson,SKD,,P,TRUE,FALSE,9
K. Gibson,RGS,,P,TRUE,FALSE,49
M. Fried,DEV,,P,TRUE,FALSE,35
C. Kershaw,LDY,,P,TRUE,FALSE,35
S. Alcantara,SHO,,P,TRUE,FALSE,35
M Stroman,DKG,,P,TRUE,FALSE,1
B. Snell,DMK,,P,TRUE,FALSE,2
J. Luzardo,DDG,,P,TRUE,FALSE,2
A. DeSclafani,SKD,,P,TRUE,FALSE,1
M. Kelly,RGS,,P,TRUE,FALSE,26
B. Woodruff,DEV,,P,TRUE,FALSE,19
P. Lopez,LDY,,P,TRUE,FALSE,19
J. Musgrove,SHO,,P,TRUE,FALSE,19
H. Ynoa,DKG,,P,TRUE,FALSE,1
T. Walker,DMK,,P,TRUE,FALSE,6
D. Williams,DDG,,P,TRUE,FALSE,6
T. Mahle,SKD,,P,TRUE,FALSE,30
C. Rodon,RGS,,P,TRUE,FALSE,1
A. Wainwright,DEV,,P,TRUE,FALSE,2
J. Gray,LDY,,P,TRUE,FALSE,2
S. Strasburg,SHO,,P,TRUE,FALSE,2
A. Heaney,DKG,,P,TRUE,FALSE,1
A. Ashby,DMK,,P,TRUE,FALSE,10
M. Gore,DDG,,P,TRUE,FALSE,10
A. Wood,SKD,,P,TRUE,FALSE,25
C. Bassitt,RGS,,P,TRUE,FALSE,1
T. Rodgers,DEV,,P,TRUE,FALSE,1
M. Keller,LDY,,P,TRUE,FALSE,1
P. Corbin,SHO,,P,TRUE,FALSE,1
S. Matz,DKG,,P,TRUE,FALSE,1
H. Greene,DMK,,P,TRUE,FALSE,14
JT. Brubaker,DDG,,P,TRUE,FALSE,14
G. Marquez,SKD,,P,TRUE,FALSE,1
J. Quintana,RGS,,P,TRUE,FALSE,1
C. Morton,DEV,,P,TRUE,FALSE,1
M. Minor,LDY,,P,TRUE,FALSE,1
K. Hendricks,SHO,,P,TRUE,FALSE,1
M. Clevinger,DKG,,P,TRUE,FALSE,1
A. Cobb,DMK,,P,TRUE,FALSE,2
E. Hernandez,DDG,,P,TRUE,FALSE,2
C. Carrasco,SKD,,P,TRUE,FALSE,3
Z. Gallen,RGS,,P,TRUE,FALSE,4
J. McGee,DEV,,P,TRUE,FALSE,1
L. Sims,LDY,,P,TRUE,FALSE,1
T. Gonsolin,SHO,,P,TRUE,FALSE,1
K. Finnegan,DKG,,P,TRUE,FALSE,1
D. Floro,DMK,,P,TRUE,FALSE,11
B. Graterol,DDG,,P,TRUE,FALSE,11
A. Colome,SKD,,P,TRUE,FALSE,1
R. Suarez,RGS,,P,TRUE,FALSE,13
R. Wick,DEV,,P,TRUE,FALSE,1
C. Doval,LDY,,P,TRUE,FALSE,1
J. Flaherty,SHO,,P,TRUE,FALSE,1
C. Knebel,DKG,,P,TRUE,FALSE,50
B. Trienen,DMK,,P,TRUE,FALSE,11
"J, Hader",DDG,,P,TRUE,FALSE,11
K. Jansen,SKD,,P,TRUE,FALSE,23
G. Gallegos,RGS,,P,TRUE,FALSE,11
D. Bednar,DEV,,P,TRUE,FALSE,27
M. Melancon,LDY,,P,TRUE,FALSE,27
E. Diaz,SHO,,P,TRUE,FALSE,27
